uid,pubdate,epubdate,source,authors,lastauthor,title,sorttitle,volume,issue,pages,lang,nlmuniqueid,issn,essn,pubtype,recordstatus,pubstatus,articleids,history,references,attributes,pmcrefcount,fulljournalname,elocationid,doctype,srccontriblist,booktitle,medium,edition,publisherlocation,publishername,srcdate,reportnumber,availablefromurl,locationlabel,doccontriblist,docdate,bookname,chapter,sortpubdate,sortfirstauthor,vernaculartitle
36706542,2023 Mar 20,2023 Jan 21,J Pharm Biomed Anal,"[{'name': 'Özyurt C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Uludağ İ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'İnce B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sezgintürk MK', 'authtype': 'Author', 'clusterid': ''}]",Sezgintürk MK,Lab-on-a-chip systems for cancer biomarker diagnosis.,lab on a chip systems for cancer biomarker diagnosis,226,,115266,['eng'],8309336,0731-7085,1873-264X,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '36706542'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.jpba.2023.115266'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0731-7085(23)00035-3'}]","[{'pubstatus': 'received', 'date': '2022/11/22 00:00'}, {'pubstatus': 'revised', 'date': '2023/01/20 00:00'}, {'pubstatus': 'accepted', 'date': '2023/01/20 00:00'}, {'pubstatus': 'pubmed', 'date': '2023/01/28 06:00'}, {'pubstatus': 'medline', 'date': '2023/02/25 06:00'}, {'pubstatus': 'entrez', 'date': '2023/01/27 18:09'}]",[],['Has Abstract'],,Journal of pharmaceutical and biomedical analysis,doi: 10.1016/j.jpba.2023.115266,citation,[],,,,,,,,,,[],,,,2023/03/20 00:00,Özyurt C,
35491770,2022,,Cancer Biomark,"[{'name': 'Ogata S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Masuda T', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ito S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ohtsuki S', 'authtype': 'Author', 'clusterid': ''}]",Ohtsuki S,Targeted proteomics for cancer biomarker verification and validation.,targeted proteomics for cancer biomarker verification and validation,33,4,427-436,['eng'],101256509,1574-0153,1875-8592,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '35491770'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC12364164'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC12364164;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.3233/CBM-210218'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'CBM210218'}]","[{'pubstatus': 'entrez', 'date': '2022/05/02 04:23'}, {'pubstatus': 'pubmed', 'date': '2022/05/03 06:00'}, {'pubstatus': 'medline', 'date': '2022/05/04 06:00'}, {'pubstatus': 'pmc-release', 'date': '2022/04/18 00:00'}]",[],['Has Abstract'],44,Cancer biomarkers : section A of Disease markers,doi: 10.3233/CBM-210218,citation,[],,,,,,,,,,[],,,,2022/01/01 00:00,Ogata S,
28129524,2017 Feb,2016 Nov 14,J Clin Oncol,"[{'name': 'Bartley AN', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Washington MK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Colasacco C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ventura CB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ismaila N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Benson AB 3rd', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carrato A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gulley ML', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jain D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kakar S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mackay HJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Streutker C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Troxell M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ajani JA', 'authtype': 'Author', 'clusterid': ''}]",Ajani JA,"HER2 Testing and Clinical Decision Making in Gastroesophageal Adenocarcinoma: Guideline From the College of American Pathologists, American Society for Clinical Pathology, and the American Society of Clinical Oncology.",her2 testing and clinical decision making in gastroesophageal adenocarcinoma guideline from the college of american pathologists american society for clinical pathology and the american society of clinical oncology,35,4,446-464,['eng'],8309333,0732-183X,1527-7755,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '28129524'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1200/JCO.2016.69.4836'}]","[{'pubstatus': 'entrez', 'date': '2017/01/28 06:00'}, {'pubstatus': 'pubmed', 'date': '2017/01/28 06:00'}, {'pubstatus': 'medline', 'date': '2017/08/02 06:00'}]",[],['Has Abstract'],,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,doi: 10.1200/JCO.2016.69.4836,citation,[],,,,,,,,,,[],,,,2017/02/01 00:00,Bartley AN,
29604918,2017,,Crit Rev Oncog,"[{'name': 'Lu M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang L', 'authtype': 'Author', 'clusterid': ''}]",Zhang L,Emerging Concepts and Methodologies in Cancer Biomarker Discovery.,emerging concepts and methodologies in cancer biomarker discovery,22,5-6,371-388,['eng'],8914610,0893-9675,2162-6448,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '29604918'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1615/CritRevOncog.2017020626'}, {'idtype': 'pii', 'idtypen': 4, 'value': '5fec323e07ab6bc2,6e8ae39662957786'}]","[{'pubstatus': 'entrez', 'date': '2018/04/02 06:00'}, {'pubstatus': 'pubmed', 'date': '2017/01/01 00:00'}, {'pubstatus': 'medline', 'date': '2019/04/04 06:00'}]",[],['Has Abstract'],,Critical reviews in oncogenesis,doi: 10.1615/CritRevOncog.2017020626,citation,[],,,,,,,,,,[],,,,2017/01/01 00:00,Lu M,
30027846,2019,,Curr Med Chem,"[{'name': 'Zou J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang E', 'authtype': 'Author', 'clusterid': ''}]",Wang E,Cancer Biomarker Discovery for Precision Medicine: New Progress.,cancer biomarker discovery for precision medicine new progress,26,42,7655-7671,['eng'],9440157,0929-8673,1875-533X,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30027846'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.2174/0929867325666180718164712'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'CMC-EPUB-91805'}]","[{'pubstatus': 'received', 'date': '2018/04/11 00:00'}, {'pubstatus': 'revised', 'date': '2018/06/26 00:00'}, {'pubstatus': 'accepted', 'date': '2018/07/06 00:00'}, {'pubstatus': 'pubmed', 'date': '2018/07/22 06:00'}, {'pubstatus': 'medline', 'date': '2020/01/28 06:00'}, {'pubstatus': 'entrez', 'date': '2018/07/21 06:00'}]",[],['Has Abstract'],,Current medicinal chemistry,doi: 10.2174/0929867325666180718164712,citation,[],,,,,,,,,,[],,,,2019/01/01 00:00,Zou J,
35156159,2022 Apr,2022 Feb 14,Glycoconj J,"[{'name': 'Haga Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ueda K', 'authtype': 'Author', 'clusterid': ''}]",Ueda K,Glycosylation in cancer: its application as a biomarker and recent advances of analytical techniques.,glycosylation in cancer its application as a biomarker and recent advances of analytical techniques,39,2,303-313,['eng'],8603310,0282-0080,1573-4986,"['Journal Article', 'Review', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '35156159'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1007/s10719-022-10043-1'}, {'idtype': 'pii', 'idtypen': 4, 'value': '10.1007/s10719-022-10043-1'}]","[{'pubstatus': 'received', 'date': '2021/09/03 00:00'}, {'pubstatus': 'accepted', 'date': '2022/01/18 00:00'}, {'pubstatus': 'revised', 'date': '2022/01/07 00:00'}, {'pubstatus': 'pubmed', 'date': '2022/02/15 06:00'}, {'pubstatus': 'medline', 'date': '2022/04/12 06:00'}, {'pubstatus': 'entrez', 'date': '2022/02/14 05:38'}]",[],['Has Abstract'],,Glycoconjugate journal,doi: 10.1007/s10719-022-10043-1,citation,[],,,,,,,,,,[],,,,2022/04/01 00:00,Haga Y,
36979608,2023 Mar 17,2023 Mar 17,Biosensors (Basel),"[{'name': 'Das S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Devireddy R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gartia MR', 'authtype': 'Author', 'clusterid': ''}]",Gartia MR,Surface Plasmon Resonance (SPR) Sensor for Cancer Biomarker Detection.,surface plasmon resonance spr sensor for cancer biomarker detection,13,3,,['eng'],101609191,,2079-6374,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,3,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '36979608'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC10046379'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC10046379;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.3390/bios13030396'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'bios13030396'}]","[{'pubstatus': 'received', 'date': '2023/02/14 00:00'}, {'pubstatus': 'revised', 'date': '2023/03/12 00:00'}, {'pubstatus': 'accepted', 'date': '2023/03/15 00:00'}, {'pubstatus': 'medline', 'date': '2023/03/30 06:11'}, {'pubstatus': 'entrez', 'date': '2023/03/29 01:20'}, {'pubstatus': 'pubmed', 'date': '2023/03/30 06:00'}, {'pubstatus': 'pmc-release', 'date': '2023/03/17 00:00'}]",[],['Has Abstract'],207,Biosensors,doi: 10.3390/bios13030396,citation,[],,,,,,,,,,[],,,,2023/03/17 00:00,Das S,
18385728,2008 Apr 3,,Nature,"[{'name': 'Sawyers CL', 'authtype': 'Author', 'clusterid': ''}]",Sawyers CL,The cancer biomarker problem.,cancer biomarker problem,452,7187,548-52,['eng'],0410462,0028-0836,1476-4687,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '18385728'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1038/nature06913'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'nature06913'}]","[{'pubstatus': 'pubmed', 'date': '2008/04/04 09:00'}, {'pubstatus': 'medline', 'date': '2008/05/07 09:00'}, {'pubstatus': 'entrez', 'date': '2008/04/04 09:00'}]",[],['Has Abstract'],,Nature,doi: 10.1038/nature06913,citation,[],,,,,,,,,,[],,,,2008/04/03 00:00,Sawyers CL,
32307267,2020 Sep,2020 Apr 16,Trends Cancer,"[{'name': 'LeBleu VS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kalluri R', 'authtype': 'Author', 'clusterid': ''}]",Kalluri R,Exosomes as a Multicomponent Biomarker Platform in Cancer.,exosomes as a multicomponent biomarker platform in cancer,6,9,767-774,['eng'],101665956,,2405-8025,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '32307267'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.trecan.2020.03.007'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S2405-8033(20)30116-3'}]","[{'pubstatus': 'received', 'date': '2020/01/15 00:00'}, {'pubstatus': 'revised', 'date': '2020/03/12 00:00'}, {'pubstatus': 'accepted', 'date': '2020/03/19 00:00'}, {'pubstatus': 'pubmed', 'date': '2020/04/21 06:00'}, {'pubstatus': 'medline', 'date': '2021/06/11 06:00'}, {'pubstatus': 'entrez', 'date': '2020/04/21 06:00'}]",[],['Has Abstract'],,Trends in cancer,doi: 10.1016/j.trecan.2020.03.007,citation,[],,,,,,,,,,[],,,,2020/09/01 00:00,LeBleu VS,
18344018,2008 Jul,,Cell Mol Life Sci,"[{'name': 'Lundwall A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brattsand M', 'authtype': 'Author', 'clusterid': ''}]",Brattsand M,Kallikrein-related peptidases.,kallikrein related peptidases,65,13,2019-38,['eng'],9705402,1420-682X,1420-9071,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '18344018'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC11131852'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC11131852;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1007/s00018-008-8024-3'}]","[{'pubstatus': 'pubmed', 'date': '2008/03/18 09:00'}, {'pubstatus': 'medline', 'date': '2008/08/20 09:00'}, {'pubstatus': 'entrez', 'date': '2008/03/18 09:00'}, {'pubstatus': 'pmc-release', 'date': '2008/03/17 00:00'}]",[],['Has Abstract'],,Cellular and molecular life sciences : CMLS,doi: 10.1007/s00018-008-8024-3,citation,[],,,,,,,,,,[],,,,2008/07/01 00:00,Lundwall A,
30556752,2019 Feb,2018 Dec 24,Expert Rev Proteomics,"[{'name': 'Hristova VA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chan DW', 'authtype': 'Author', 'clusterid': ''}]",Chan DW,Cancer biomarker discovery and translation: proteomics and beyond.,cancer biomarker discovery and translation proteomics and beyond,16,2,93-103,['eng'],101223548,1478-9450,1744-8387,"['Journal Article', 'Research Support, N.I.H., Extramural']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30556752'}, {'idtype': 'mid', 'idtypen': 8, 'value': 'NIHMS1036219'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC6635916'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC6635916;manuscript-id: NIHMS1036219;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1080/14789450.2019.1559062'}]","[{'pubstatus': 'pubmed', 'date': '2018/12/18 06:00'}, {'pubstatus': 'medline', 'date': '2019/08/14 06:00'}, {'pubstatus': 'entrez', 'date': '2018/12/18 06:00'}, {'pubstatus': 'pmc-release', 'date': '2019/07/17 00:00'}]",[],['Has Abstract'],80,Expert review of proteomics,doi: 10.1080/14789450.2019.1559062,citation,[],,,,,,,,,,[],,,,2019/02/01 00:00,Hristova VA,
30392560,2019 Jan,2018 Jul 7,Biochim Biophys Acta Proteins Proteom,"[{'name': 'Kondo T', 'authtype': 'Author', 'clusterid': ''}]",Kondo T,Cancer biomarker development and two-dimensional difference gel electrophoresis (2D-DIGE).,cancer biomarker development and two dimensional difference gel electrophoresis 2d dige,1867,1,2-8,['eng'],101731734,1570-9639,1878-1454,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30392560'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.bbapap.2018.07.002'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S1570-9639(18)30110-9'}]","[{'pubstatus': 'received', 'date': '2018/03/01 00:00'}, {'pubstatus': 'revised', 'date': '2018/06/29 00:00'}, {'pubstatus': 'accepted', 'date': '2018/07/05 00:00'}, {'pubstatus': 'entrez', 'date': '2018/11/06 06:00'}, {'pubstatus': 'pubmed', 'date': '2018/11/06 06:00'}, {'pubstatus': 'medline', 'date': '2019/09/11 06:00'}]",[],['Has Abstract'],,Biochimica et biophysica acta. Proteins and proteomics,doi: 10.1016/j.bbapap.2018.07.002,citation,[],,,,,,,,,,[],,,,2019/01/01 00:00,Kondo T,
25739971,2015 May 21,2015 Mar 5,Chem Soc Rev,"[{'name': 'Wu L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Qu X', 'authtype': 'Author', 'clusterid': ''}]",Qu X,Cancer biomarker detection: recent achievements and challenges.,cancer biomarker detection recent achievements and challenges,44,10,2963-97,['eng'],0335405,0306-0012,1460-4744,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '25739971'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1039/c4cs00370e'}]","[{'pubstatus': 'entrez', 'date': '2015/03/06 06:00'}, {'pubstatus': 'pubmed', 'date': '2015/03/06 06:00'}, {'pubstatus': 'medline', 'date': '2016/02/02 06:00'}]",[],['Has Abstract'],,Chemical Society reviews,doi: 10.1039/c4cs00370e,citation,[],,,,,,,,,,[],,,,2015/05/21 00:00,Wu L,
34326906,2021,2021 Jul 15,Dis Markers,"[{'name': 'Mohd Khair SZN', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Abd Radzak SM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mohamed Yusoff AA', 'authtype': 'Author', 'clusterid': ''}]",Mohamed Yusoff AA,The Uprising of Mitochondrial DNA Biomarker in Cancer.,uprising of mitochondrial dna biomarker in cancer,2021,,7675269,['eng'],8604127,0278-0240,1875-8630,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,258,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '34326906'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC8302403'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC8302403;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1155/2021/7675269'}]","[{'pubstatus': 'received', 'date': '2021/04/13 00:00'}, {'pubstatus': 'revised', 'date': '2021/07/01 00:00'}, {'pubstatus': 'accepted', 'date': '2021/07/05 00:00'}, {'pubstatus': 'entrez', 'date': '2021/07/30 06:44'}, {'pubstatus': 'pubmed', 'date': '2021/07/31 06:00'}, {'pubstatus': 'medline', 'date': '2022/01/15 06:00'}, {'pubstatus': 'pmc-release', 'date': '2021/07/15 00:00'}]",[],['Has Abstract'],216,Disease markers,doi: 10.1155/2021/7675269,citation,[],,,,,,,,,,[],,,,2021/07/15 00:00,Mohd Khair SZN,
30926499,2019 Jul 1,2019 Mar 26,Int J Biol Macromol,"[{'name': 'Xiong H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yan J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Cai S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'He Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Peng D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Liu Y', 'authtype': 'Author', 'clusterid': ''}]",Liu Y,Cancer protein biomarker discovery based on nucleic acid aptamers.,cancer protein biomarker discovery based on nucleic acid aptamers,132,,190-202,['eng'],7909578,0141-8130,1879-0003,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30926499'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.ijbiomac.2019.03.165'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0141-8130(18)37343-4'}]","[{'pubstatus': 'received', 'date': '2019/01/18 00:00'}, {'pubstatus': 'revised', 'date': '2019/03/22 00:00'}, {'pubstatus': 'accepted', 'date': '2019/03/24 00:00'}, {'pubstatus': 'pubmed', 'date': '2019/03/31 06:00'}, {'pubstatus': 'medline', 'date': '2019/11/05 06:00'}, {'pubstatus': 'entrez', 'date': '2019/03/31 06:00'}]",[],['Has Abstract'],,International journal of biological macromolecules,doi: 10.1016/j.ijbiomac.2019.03.165,citation,[],,,,,,,,,,[],,,,2019/07/01 00:00,Xiong H,
41016669,2025 Nov,2025 Sep 26,Biochim Biophys Acta Rev Cancer,"[{'name': 'Kumari P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dash S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Samanta D', 'authtype': 'Author', 'clusterid': ''}]",Samanta D,E-cadherin: A potential biomarker in cancer and a therapeutic target.,e cadherin a potential biomarker in cancer and a therapeutic target,1880,6,189466,['eng'],9806362,0304-419X,1879-2561,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '41016669'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.bbcan.2025.189466'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0304-419X(25)00208-2'}]","[{'pubstatus': 'received', 'date': '2025/04/08 00:00'}, {'pubstatus': 'revised', 'date': '2025/09/25 00:00'}, {'pubstatus': 'accepted', 'date': '2025/09/25 00:00'}, {'pubstatus': 'medline', 'date': '2025/12/13 00:32'}, {'pubstatus': 'pubmed', 'date': '2025/09/29 00:31'}, {'pubstatus': 'entrez', 'date': '2025/09/28 19:39'}]",[],['Has Abstract'],,Biochimica et biophysica acta. Reviews on cancer,doi: 10.1016/j.bbcan.2025.189466,citation,[],,,,,,,,,,[],,,,2025/11/01 00:00,Kumari P,
38474680,2024 Mar 6,2024 Mar 6,Molecules,"[{'name': 'Tian M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wu R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xiang C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Niu G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guan W', 'authtype': 'Author', 'clusterid': ''}]",Guan W,Recent Advances in Fluorescent Probes for Cancer Biomarker Detection.,recent advances in fluorescent probes for cancer biomarker detection,29,5,,['eng'],100964009,,1420-3049,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,3,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '38474680'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC10934249'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC10934249;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.3390/molecules29051168'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'molecules29051168'}]","[{'pubstatus': 'received', 'date': '2024/02/02 00:00'}, {'pubstatus': 'revised', 'date': '2024/03/01 00:00'}, {'pubstatus': 'accepted', 'date': '2024/03/04 00:00'}, {'pubstatus': 'medline', 'date': '2024/03/14 06:47'}, {'pubstatus': 'pubmed', 'date': '2024/03/13 06:46'}, {'pubstatus': 'entrez', 'date': '2024/03/13 01:27'}, {'pubstatus': 'pmc-release', 'date': '2024/03/06 00:00'}]",[],['Has Abstract'],104,"Molecules (Basel, Switzerland)",doi: 10.3390/molecules29051168,citation,[],,,,,,,,,,[],,,,2024/03/06 00:00,Tian M,
37998152,2023 Nov 8,2023 Nov 8,Biosensors (Basel),"[{'name': 'Fu L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Lin CT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Karimi-Maleh H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Chen F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhao S', 'authtype': 'Author', 'clusterid': ''}]",Zhao S,Plasmonic Nanoparticle-Enhanced Optical Techniques for Cancer Biomarker Sensing.,plasmonic nanoparticle enhanced optical techniques for cancer biomarker sensing,13,11,,['eng'],101609191,,2079-6374,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,3,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '37998152'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC10669140'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC10669140;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.3390/bios13110977'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'bios13110977'}]","[{'pubstatus': 'received', 'date': '2023/10/04 00:00'}, {'pubstatus': 'revised', 'date': '2023/11/02 00:00'}, {'pubstatus': 'accepted', 'date': '2023/11/06 00:00'}, {'pubstatus': 'medline', 'date': '2023/11/27 12:42'}, {'pubstatus': 'pubmed', 'date': '2023/11/24 12:41'}, {'pubstatus': 'entrez', 'date': '2023/11/24 09:34'}, {'pubstatus': 'pmc-release', 'date': '2023/11/08 00:00'}]",[],['Has Abstract'],215,Biosensors,doi: 10.3390/bios13110977,citation,[],,,,,,,,,,[],,,,2023/11/08 00:00,Fu L,
34570311,2022 Apr,2021 Sep 27,Front Med,"[{'name': 'Deng Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Sun Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Wang M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yang J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li G', 'authtype': 'Author', 'clusterid': ''}]",Li G,Biosensor-based assay of exosome biomarker for early diagnosis of cancer.,biosensor based assay of exosome biomarker for early diagnosis of cancer,16,2,157-175,['eng'],101549428,2095-0217,2095-0225,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '34570311'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1007/s11684-021-0884-z'}, {'idtype': 'pii', 'idtypen': 4, 'value': '10.1007/s11684-021-0884-z'}]","[{'pubstatus': 'received', 'date': '2021/04/15 00:00'}, {'pubstatus': 'accepted', 'date': '2021/07/30 00:00'}, {'pubstatus': 'pubmed', 'date': '2021/09/28 06:00'}, {'pubstatus': 'medline', 'date': '2022/05/03 06:00'}, {'pubstatus': 'entrez', 'date': '2021/09/27 12:34'}]",[],['Has Abstract'],,Frontiers of medicine,doi: 10.1007/s11684-021-0884-z,citation,[],,,,,,,,,,[],,,,2022/04/01 00:00,Deng Y,
