,SMP000,SMP001,SMP002,SMP003,SMP004,SMP005,SMP006,SMP007,SMP008,SMP009,SMP010,SMP011,SMP012,SMP013,SMP014,SMP015,SMP016,SMP017,SMP018,SMP019,SMP020,SMP021,SMP022,SMP023,SMP024,SMP025,SMP026,SMP027,SMP028,SMP029,SMP030,SMP031,SMP032,SMP033,SMP034,SMP035,SMP036,SMP037,SMP038,SMP039
GENE0041,9.625755617508023,25.829682992439356,6.0071238573059365,27.776685162970463,9.525258714426782,20.629641644036113,18.923709018621658,36.04503300968008,18.369146113652867,14.195581006174258,15.591075262927527,37.95652342693854,26.262668564278563,16.563227200674827,17.845953538709455,9.17434915561942,24.39155828292521,8.331905205321762,29.250545787857956,21.41969436504209,66.25267886765121,11.587561324061333,19.080539751442412,49.36017132216406,36.441011142182326,14.180871431819877,22.46556548856237,20.105626036387914,23.126471959999737,14.163380306799871,19.20824854795498,9.033806449790871,21.489441595614093,25.153834162386723,17.92668336546213,8.957351167990467,32.92610905767455,24.101221382793646,13.971121527008862,17.456285364122344
GENE0042,9.484560809350041,12.028693686607356,15.349675393731507,37.1220230291287,14.588715290659959,27.663305662327097,15.345801190999406,22.73655042410524,18.714567830194433,31.07887413331107,15.372717246400416,9.149835262241846,10.064611752392338,15.395284373711384,10.756067507603696,24.658113831291566,15.912674301505946,65.84498550429282,8.424487996234463,22.238312492213705,11.427508650888212,15.69432731909972,21.55719718017187,6.279650415210084,22.610469662152422,52.01092179971154,16.011077890434787,22.87178210824801,33.53068019931465,18.504672171069707,15.022061777657957,6.437445488441719,27.674055775627643,18.98056944562475,12.105477962237785,21.39801916025778,15.001644397548679,15.4218746664006,27.19805811858672,10.28625763651784
GENE0043,33.90822610915562,9.985728448026993,14.420478232313446,52.53465762487577,35.29274366184906,21.09006330715092,12.55017854599862,15.41535123958509,20.835070681157912,20.465931306093434,19.19336286558334,19.77826767944113,18.043986026755153,9.767012459912971,15.51402772122969,31.73156817971917,10.133358985700271,18.26930344834344,13.331411740732756,21.2355192219274,16.538374526544274,42.043165162705165,25.875370675215784,10.423870506463306,28.09562880805004,13.635464355623172,15.051863653280343,23.497863686339798,15.707311273007589,31.388070745375245,13.63643110851352,14.739437487275376,14.46619507241551,15.137583512959115,34.799248014697895,27.505834527499893,47.2272934725711,62.416028036357666,11.996818432789935,20.805337485401136
GENE0044,11.155134014674712,13.615339153876098,14.657596666764784,11.839276994419981,11.870500389556668,18.68755530740067,10.931415402235823,30.601942262318364,12.693921175670742,81.84150287484982,16.027528491126812,20.821972950281577,10.510023362475037,47.136416626745,35.15441941119228,23.300106592999978,10.24304281742555,22.316658976193757,11.464834454408637,41.72821971654551,30.102173123012324,21.067246150362923,5.940612059441836,12.283931309193067,28.328845631475577,36.83475562735733,34.97329973850765,9.061126942231343,23.354183977766564,33.37334769541697,8.765575869211492,20.006310370497857,23.032844042552384,17.28117411567522,7.955942011375183,17.06707117852447,17.05336056462859,18.652194332097814,15.153996420296535,16.094762739374406
GENE0045,19.69070818673045,25.058856112712053,17.249559700995956,16.36550123265143,21.034774970556278,7.687087991174382,25.49589767196329,20.079882665171855,20.488151906822242,32.47164197416511,7.5654530642858475,7.486362747322368,23.03240005438695,20.01419100987378,21.86940157734981,15.941670425003824,27.999225165174405,32.018678047231575,25.584613790143138,17.62971394477992,7.001716310336665,29.5067220655982,36.998017610297396,27.723466094581656,12.938130269424656,28.131704007571393,30.884821634477937,43.79011574089922,12.961002455394066,17.935333535699314,29.18444977792939,20.670447758914722,11.488381254773913,24.71247415114915,26.82490687424543,20.988642291761426,22.416391700501393,17.64843391046258,42.06177907398599,12.802672115266807
GENE0046,14.974363195923809,20.196165441605846,31.170652085440132,9.500205357508776,10.431724806770704,7.250973575541987,20.41658605916976,11.482763574384466,16.57217269399779,27.957600508110204,14.573847270534007,22.54787916902703,17.293505841142746,28.108082194047228,25.471598157204216,14.211239305349377,18.461253369942554,33.8477219547991,24.451423501027946,9.989344462364011,27.87719665899888,11.677859385120588,40.701157627513375,33.5168876216615,23.218345905347295,21.72831875952502,18.09225365832477,28.198307987480465,16.68668198392321,22.59627196385988,31.061440147033405,15.166616479467256,14.759746290065674,11.054275316858472,11.796036992123897,8.051048603722982,28.931020538785443,49.62314068702135,40.962805487594004,8.90807132033126
GENE0047,28.859156793316625,40.896855398135365,15.984108495356148,21.130631451953874,7.35995246822012,22.95115091356401,11.801423210790658,22.19390072373873,9.201794679649995,26.348968081781607,33.523823579632605,13.577446480527152,11.376373551129792,6.834535294231264,17.58055097823457,15.01730244784421,9.248767448415478,25.191569078336272,16.038864514526985,11.729793061306166,15.221574510473738,34.31739160220908,27.152482315733394,18.82125787849482,27.372873622584866,11.240732617188561,20.413267362489524,21.620915691946607,15.880338087713474,24.97135000675791,13.596103885310614,25.917291045480468,26.46781286173343,4.671218972884697,36.42126661695758,4.376212907223615,14.760806922468493,33.53782871529659,17.139001181962804,9.64950876395201
GENE0048,11.624692146969695,33.56396003041787,7.684825996164338,35.321630929655804,19.539712839616907,11.0651699738219,15.00588509537304,12.078026735449177,30.9728991272618,28.96864113898187,8.503003321768354,16.415137718927657,13.045029354402997,38.35001750357369,10.226173273664866,44.79580749507142,19.753933384796362,11.234987542331785,14.315786909237007,13.452844620259008,10.619487949700003,21.06079867688017,10.870386147531455,6.751852391666597,16.612605332497367,8.15451614328574,13.789667308693842,12.748945415813102,12.992755903925724,54.62444814713308,20.66013056940802,22.707278332815687,8.263108527862027,14.483621122028143,22.368446221878965,12.03399478621451,31.627639997930128,11.00832392461619,17.406034075761127,14.983868364196795
GENE0049,21.805458529000806,14.581519861841993,17.54121380158623,17.848776350997227,13.91275605778245,25.598837345136296,22.628138256094985,19.21503465152849,16.19610584281097,29.912367249382545,17.85141680835582,17.229988034582295,21.16491832381254,46.91293051912726,10.276111153439494,29.515880676839434,7.794469310076783,22.390495910488504,44.14772574878414,25.64463177615226,21.874302352323614,15.176911087635581,20.39976946894234,17.707151407436125,13.558473413297428,17.375517796818794,22.179991092314143,13.686247078385332,13.421515983511227,10.17443581062304,24.41902430280977,26.38146370046264,22.55214587371878,32.543747020140145,20.98764263440377,24.43472970056621,23.38088277006138,19.18694289794081,15.403412656408427,60.76878836454696
GENE0050,16.02298910512484,14.397594506091785,24.953270898097326,22.781008028838755,9.95031517148364,35.21031668421006,19.161493384416875,11.525182828396298,36.39356805258187,27.462948963018636,10.673126113918642,48.84204013269852,27.921546986442767,19.983400265263658,44.48310271580407,21.750764186192296,19.80547594708294,14.437802522314186,26.86771069362161,25.490389114803353,20.233508565836814,13.531317627508606,21.433710231259415,19.39665458484487,10.311531587997779,9.622401063523847,26.644338510279052,5.468781562163403,22.258083888988597,15.81499390119117,38.63363628794031,15.693802597680344,27.931137532990427,16.47004175465784,21.260992946597298,29.032568903559984,15.93825416311555,33.05845778222269,12.220942292462972,23.273058902098008
GENE0051,31.858998238966397,27.93886543737014,52.36416264544706,13.712123127309349,10.078710968187245,12.217049128693716,27.94452467503373,25.763569704860263,21.139182941717372,11.456090104407975,29.471793301553472,10.887851334363706,35.854704694198105,83.82398733453559,24.124443347637108,26.884611717998855,15.698577694637068,8.124574352481092,14.859513776796648,11.629586129624471,9.742499547575504,47.52139216362432,23.02156209165266,24.284633651621238,17.209969145568387,18.422347372416898,32.533663104867344,19.763394038505453,26.18919625413836,18.21049089974118,16.927229775885642,9.939760414401464,7.471721806852184,17.623249937935576,20.661009933107586,10.558539688541092,19.742280762592532,20.632681133730237,6.834586678137282,12.710617531099723
GENE0052,24.62179304415275,24.374301612970502,11.28148111306652,21.74152497440786,33.48855078088144,29.622567296077694,19.151041613418005,15.895115222876647,14.663006507995187,25.37869116604786,22.143676857981465,27.514193617037566,21.454553485698543,30.24654536585977,21.058331266936076,29.735581470853443,31.044181055078628,13.433299811876338,8.132984688665863,43.45589118939959,22.83579738287393,8.522903355794428,14.056574909267162,29.545668356446622,17.46434867548742,15.548579599047839,40.46514272875654,11.897834714636318,13.476175129550809,22.32468992490543,24.415726809070605,25.743225810278386,31.67789193525671,22.182181031550098,25.653806687359854,17.64399273243375,20.725175139362808,21.19503783781866,22.366159230909368,29.55550153827265
GENE0053,26.511347290235776,20.5345431843248,13.402443050351007,20.77677193978327,19.806122509461343,22.122402655622288,60.53747856009449,15.457798151444889,24.807462361008444,34.26865313786764,21.09425982051713,64.64576261377776,16.62620980523949,23.618837933817698,13.471780004757527,16.848095646986383,22.747766282647525,30.66592278739224,23.55993069196308,37.69612954773795,19.15411058793479,17.011944841896558,77.63299682597516,24.461949404217588,14.016836679490364,14.194692382793095,12.536696239697717,32.081664832554786,16.740172230242912,21.406213660047555,19.45775417361008,28.955095646998515,13.152711742949169,11.730753022875875,22.46927125115095,27.125646409725036,23.71875668757169,13.400246944101301,28.18366123054654,13.847012930052244
GENE0054,15.475075193767086,12.528715349059276,38.49695604208251,27.569518783027334,27.18041528955743,37.47243929267352,81.96764728610364,8.545347203027749,13.885035945571785,14.759876588324417,13.125936900281662,11.71896390461774,17.290780977148934,10.932042353814598,23.74854306028103,20.611499757948966,25.54685794517113,25.890192416636577,27.153431442880525,16.664747024359663,58.00746454498274,22.58340982658566,7.914983618773825,12.168031298081909,8.412750784697499,20.260381210785027,18.89878034501131,15.891544114291126,54.897239021322605,26.429780854508802,28.877108295034287,12.609660871877503,12.187703752456478,20.458588084170845,21.90037083591978,7.939451691931766,18.353980805000607,20.227357937444413,18.03700384957191,13.373896621985807
GENE0055,15.336450935578247,18.385648789791166,21.01843714451044,27.177673017387725,34.48167772314033,17.33670860618586,15.989334431644574,24.99880032625907,27.26005539066,16.165830452833355,29.820519741677757,32.779150919255095,38.31506775657292,48.86984078560378,13.023975533268073,20.22559951270664,20.199116146160993,19.124365749421624,14.517699209498087,9.556475603643175,21.038197688649117,13.678457776811097,20.96798478463309,13.503895902075541,11.590326491724868,22.581910833570976,21.659859683301033,26.833228412630696,59.915299100880226,23.072576911103212,25.59868245429761,11.719092337761786,10.55443636149451,44.31905514967102,12.657628919463791,11.917739021789016,19.696688780171066,19.19987547453316,12.791063292085196,17.244847283347582
GENE0056,37.13975127055716,13.423450242872077,10.005788322816564,32.17844474232448,25.69119833407308,14.727856340031423,9.105844789770877,13.841735251595493,19.54359832841148,35.97542422576227,11.96168963729021,19.254408726103133,28.150703065212873,6.106576651162293,33.67962597204737,11.120327211640808,23.712391194668808,22.722180791894584,34.546049278550974,26.455450111597916,6.118731196120901,13.566593035703708,21.52257888283326,18.21982080915428,25.503236479577986,29.805212008576127,27.22745578930476,18.0448897567193,7.979146847773838,15.994731320983522,24.734130070254917,11.643829391514975,27.53994138834046,31.632866165779642,21.40091093435781,4.3410231398765395,10.601079320722366,51.577966695863246,15.282847230980273,7.447872256431066
GENE0057,37.24894767739087,20.220112871984746,34.89942119773944,23.068760376637766,25.26145125858912,24.08296210444339,28.466961122666532,62.722185719439445,32.63884580093116,9.114169961603464,25.111621768410615,35.54289880770788,36.647690204171155,16.227340558211697,35.96233794314108,31.940385102541814,72.69399042622722,13.804562201986608,15.584856596536651,17.2349702834592,15.719294784857361,12.871166120002286,5.046335050103777,16.16179725426953,24.159532672405273,15.695735907981447,52.86230911205707,20.220317310210284,38.30247546282486,22.89023055840879,30.362359137101055,23.095107001327754,39.82091656006075,20.65525311241274,25.740364271876405,24.12301747931261,17.389338193888292,24.593720828009445,61.38669532156285,17.54557057122294
GENE0058,24.77245737834862,37.67095885424133,35.52109127457021,20.20354752141214,6.100102952655308,26.006627498415224,6.621108947768059,41.886710947762985,21.86171504653674,33.11005490890269,12.793592132265747,9.24188864290622,22.88260905353618,19.75088459613706,15.708933871589569,20.954022660413997,80.1354193932768,30.48585402865245,33.94526257163439,30.629648520683606,42.086670355762095,18.264589102439942,7.189483592693217,18.278160529926534,30.140441909888626,12.367843058464357,18.390183646015096,14.212404341984781,42.56424688647631,29.216350690246504,27.820420748039965,27.407060332245152,19.71491338025482,22.170845084085936,11.105136063596186,6.7313721645599385,21.6507601605197,23.617669231210225,36.76816113781705,44.065092161583834
GENE0059,44.03563720171892,12.194538692426038,16.841860480057317,25.53799001306572,71.23272537467855,42.10007835527191,35.15259988654563,16.54536533172609,12.915138938698236,29.798377379949486,11.5845158729483,17.82820626091167,18.965300604425156,44.54304587103271,16.821390970177177,5.932081603751542,25.8477181370848,14.160962702908074,20.518265967393493,19.233386508438088,17.51658247189426,29.819731071205407,9.333103169792494,15.510122689771372,28.27615744827487,14.775311002774929,8.985360531521621,28.058108734269975,35.21764781056813,19.63870563412695,7.535138409326044,28.587937792341705,8.758775037689485,23.438961014913293,12.887631946584241,11.246763036018875,16.10363449363533,18.326557214960694,14.554436697602394,26.959928638685575
GENE0060,16.07017887650561,32.78907680986931,23.117423165696962,14.171336903362217,13.027077268165693,8.813211041786559,23.228189109757366,16.822314117347535,6.1343384238094885,15.365773924315128,12.800484034072673,44.16085645248924,8.572939683642396,9.77007947026802,34.98728891094762,39.58228139985596,13.839246853888678,14.642922143704341,27.33362688617701,6.274225816358817,7.920094659779109,17.455124961100285,43.59512285893881,16.153471108872765,21.125237079269503,35.4064722830375,57.59538060402703,15.052976766427099,19.91715933122297,49.95025502421512,9.383007704350433,33.575295221827915,12.071438814179556,21.14146300435619,17.79096023444141,12.440959314476116,12.285860351103917,23.062482941277707,33.041675680250805,18.823985825169785
GENE0061,20.802154838925002,26.72466797692723,12.356603462465818,29.074056700237783,30.25530522776347,73.83354365217438,16.642304289136717,15.973947264653434,29.502733963691995,30.25169102163497,15.37059737835742,16.418662768780045,26.326220483958693,13.279319226010475,16.358260612492693,21.005753653235725,33.048274045617404,14.845557940429616,7.994931424770572,7.703704108486394,10.700532072644673,10.416760973194926,18.591316571023462,11.084635089279887,14.134555163621009,13.639323542252077,16.114928357842377,38.910034192765025,27.965561163672593,20.248175842397128,15.95044709240178,16.17365480224212,23.66206741655329,26.898876950282453,12.758417463005618,20.455266457274288,7.27315531290832,22.328343761213567,29.402350525017418,17.460927781795093
GENE0062,49.812377537096545,12.927809630179473,22.392368473210087,19.728960387249778,19.103110329633612,18.969623108745886,21.190490400007327,30.691304447866635,39.99954656350751,20.062950947025257,30.19444708406455,14.141539454666217,29.45835957525519,13.722052882189827,34.65111721745332,60.6621799433884,18.8961473243588,6.710867683337338,15.2711210751763,37.186194140684016,26.483936874137637,22.747535260672443,33.259291709654164,25.590641535331258,36.92403129670937,31.807809402242512,42.98495739079909,24.032282771101148,31.583337927210078,17.226285834941933,14.868867450970757,47.152348653274494,22.37853718532066,30.03731021972767,21.36747716130981,14.980392427975234,20.196138975102517,41.181824614385484,26.51259855374493,8.535751658383703
GENE0063,18.0361444897358,48.96701442136456,18.049203729109337,8.164215607435876,51.75517580559311,28.252904173387044,19.394578545443057,16.68134671463592,34.50747491927733,15.317688931334109,35.6635162430358,26.34023565310194,22.69945607493514,21.6013843446773,18.403042084761942,33.87983704845987,13.03096676820783,8.926616543484595,27.30910222474147,27.53944013767942,25.53680069353875,24.627511822713053,17.111141667370358,29.777150932915376,19.633178910574387,15.743746197469633,17.185299598520622,55.164512077422316,8.436031182556961,25.78760763081639,8.674995318582782,19.02746250975608,16.170462207199808,7.081500722226267,24.398430225690394,16.60960211684479,7.031477319168392,30.5628141276359,41.161489114594396,42.311637700168625
GENE0064,24.034209717672482,20.553455327977904,39.02015511467777,46.58095621401597,35.40256770107038,12.543858696111156,22.212882794124987,25.02206591430298,8.126997267461832,25.39825141715236,62.58314001456388,27.659467734441552,41.959570214010235,22.0091299514637,19.363519119052075,24.30387238457761,13.357615558342765,12.40515865152482,37.83188549190656,39.89181525633277,12.236788218555223,32.58980150884545,19.23093176599993,23.805205785562315,25.28242068698383,33.02204055277517,20.933674887014615,40.65334000857151,23.446152756587843,27.442478859827332,13.241670380646248,59.10582642075786,25.40414784311742,28.688567907811834,8.988150461018826,13.31177508742784,37.29807974507827,23.18360989928196,7.714565247083714,33.75555392402997
GENE0065,15.303913772696664,40.67682390110903,19.222513316851895,22.25025219178507,36.21514093632592,12.823167739987143,12.226143833335708,18.205992348344772,30.373982398349025,10.324930150022858,8.723169965859773,30.321604053740085,14.857589969236956,16.50869139674864,7.937471701363607,14.303586969278623,20.0096839063032,31.982501618391073,13.65881248864914,46.002146576932205,14.263759045265036,14.27420552793162,43.322787897018884,22.325512351667072,15.24097669028762,18.58646140828016,39.5093277172985,41.80857281677798,13.351161841227674,19.663873012987413,21.01167874456829,12.26659782920824,19.534018296524152,20.13906437645297,35.520313335535064,36.7343584318897,17.03713376239216,18.047793401285713,27.998365991553317,14.990336730477644
GENE0066,26.959077709447037,19.221832767680144,12.37032811521581,12.448269827317699,41.41028781946913,18.574492348927734,45.612283121588916,15.536341144687224,23.23367187955864,66.44259631092929,11.837904484296491,7.7763941201554765,38.2175588454625,13.28446685829612,19.878660465494512,14.984868042754643,22.967527958680297,12.487546858588225,18.35734847258332,25.151251664468212,12.131987468093705,14.15344397844067,16.883023378002136,9.831507533580357,16.26018543791786,21.314727590376854,16.44835593746971,17.536979286131757,19.88666018616415,14.47073405481078,28.37564715974677,41.181497365017776,15.923719720387838,25.600173165471084,17.81768355484895,24.112820560635853,43.942842950435,25.902248290189668,8.275445284202691,25.20387659253719
GENE0067,37.204579987881246,17.97895513987621,33.04325309371691,14.22416429742972,9.556584756939449,21.554497800587562,8.345826884535578,17.81631291581237,38.22237707167333,7.730074861760301,10.593616492707795,11.988931839056464,19.459591215598024,16.72896431419952,40.42984261421491,32.36812572145518,25.729455732393358,21.60263195794627,24.44962524724598,13.052880303712035,30.833605313147334,11.518769931882586,30.49883532903895,36.34553093610176,22.318865358851248,18.391589551385156,24.53633190912997,4.803000443158307,23.362428428180895,18.978808243326856,19.583471966499555,28.595983086738045,19.348512424188048,11.357707310600736,18.71450075092585,20.77556926978399,21.27360188126024,21.779293601935205,33.77377191648209,11.66954811349188
GENE0068,21.929883018074147,38.28142720929374,8.437569148403458,21.973195856656794,14.988912318578837,16.687247546784327,12.77635565659574,18.452957249162104,50.432096475400705,10.673721855191193,11.191952561660306,10.475432093339403,47.64173407167485,15.939975673622527,19.82969317862279,16.421780441959903,12.525775494696433,17.857519440502806,68.65691138829881,40.28726687083423,13.112042609641776,27.765300331111185,13.253194446371314,8.263235191941453,33.44008930551206,35.8752062546493,33.886819230656094,15.88010988317121,18.478578328883025,29.220858218803265,24.428439788892813,16.497044841508366,8.939360819604856,21.262343494734655,34.44985607365715,11.036476755872949,27.643197910163327,23.707011483335776,29.226450304925926,31.062078981810757
GENE0069,14.193262483797984,8.948807649726918,15.382649788223777,31.329610062961933,15.31753190055499,14.19625699658748,8.079458306716496,48.246523688151925,30.351830257521573,29.516457544086578,32.585346497874,26.79872148972807,17.77575717284097,18.506424608608906,16.219558319464124,74.99117029513795,26.52150771366282,15.928337877277318,25.34923081778446,12.116468267088113,42.61700530965668,14.432252400224648,25.804340554181746,34.22611040354439,24.34640675482186,21.05704105052306,20.194313248645194,19.52663540108059,15.05410566325134,16.04277006930015,42.089368824901925,19.024577267478108,13.559696026125827,15.515681180376069,34.819770397975354,28.15720625242663,26.580147142796033,17.65889108163909,26.753926164762575,14.559146732652556
GENE0070,17.640422196375315,32.619238217823195,31.097854804520438,12.293185408596369,13.09508244095866,21.207419066119623,47.611112379144494,7.707681413464837,23.084617111355467,10.094374961669489,14.626493436741068,16.739744313628343,16.276882152866303,15.380523945433103,20.158046328287583,15.36930312669129,9.66751511102592,29.664018299072957,29.266282444725398,30.6179719447837,9.296451348102904,23.323444963793982,28.162447114961008,11.993909338103126,20.177873325029832,18.951189070524645,50.45467100256689,52.57538363683845,8.739227537591622,69.89286033298546,12.709975269185366,32.79698686058258,32.63055079339177,12.208774158692872,25.703672921405445,19.03411942381753,26.500537142530238,22.541006266184496,36.531311519143735,20.85721166330223
GENE0071,18.468433276220786,34.74487629976131,26.84817859736972,28.95974311559853,14.406891433454767,11.909883591437524,15.12182294113112,14.725626968832087,29.75804853298525,32.720180399353644,18.58648781639116,41.077458227010446,39.814640518882086,22.684898940463416,13.317169123091627,44.15421200793809,19.48200705515493,21.39340288749209,16.948807666564655,12.872649114786869,9.637678738278561,27.56189386791903,13.575944951057535,92.73682236796512,11.669320386942813,10.711401795641974,25.92141232395882,43.14889200654981,20.744783728004595,26.73894749206085,7.990283901668467,14.3140880004195,11.742234581544254,7.787166631366656,21.295379344773693,6.544245992891938,10.369844396360328,15.354415739554147,13.254764623557312,24.488515464611936
GENE0072,23.401265356160334,31.40287260507158,29.259135987322075,35.53102983945942,20.066280113122627,23.376551572577455,25.939239244685208,21.559754274636003,16.467732251168147,17.009614326816394,13.346054536586607,24.79912610763996,19.16321225959054,14.417072933651614,14.423770724217022,10.966011614390082,32.7669593442177,20.890799249923326,13.047544957560294,30.092436912020283,15.176916088494648,9.941815864147598,33.468715760199196,15.355158945405092,16.37163812165737,20.503385322110958,35.56260311392079,20.287778196126645,11.028043491935383,26.36239339688772,15.760473649322382,51.622725167833764,20.074294961683048,6.569792513177135,24.015092481007667,53.106476889524174,44.16621561752813,50.173005568130726,12.06272244232121,31.69237760879749
GENE0073,13.999235628096743,22.469182410471905,10.628337526541229,14.552635592020795,14.32314343869484,31.477645904140726,29.974875901396356,23.067157777602976,10.224525458981228,17.18746403688426,13.831405377143724,31.02638210941959,36.20120575436285,34.062354232976176,13.768595222536891,5.105066300283742,8.302187638147279,40.887054172351434,16.43433149078138,13.799573568707801,45.664908970314116,37.81024027731384,20.332576651658602,17.344898949127433,18.80173952711419,22.501487073765368,44.70224127128767,24.809675348757892,28.876107310422338,36.04020261005947,11.191583241458291,29.29541286438299,17.334792735869893,5.708477793860437,6.93038404217151,12.072633467960886,26.196128018605712,21.261539487156195,22.025114128682784,53.2752431134876
GENE0074,10.648885007786758,19.811911008304563,23.38787583562398,13.899646966642452,20.372040000850628,9.02524213261646,40.64814122546492,14.284752700964109,55.46210986063345,19.762038264575168,33.58322823582998,19.557298968069357,19.779144685307873,14.999027015859763,21.318216984580694,23.547021743174145,13.570125817493002,18.868196731020888,14.804786889745658,63.423346488806686,19.204307734572662,43.49369894868664,18.213969135502087,22.865833756728083,10.374158601498745,16.06211998840352,22.315183816405373,44.3894538569425,22.443283395828868,40.119406930594465,27.670436118680538,45.31783527720834,19.501256343136543,66.36112083010813,15.757270826758086,13.691416216143049,10.967908229981438,64.42568157118133,30.25688573899465,16.99534755405298
GENE0075,37.50639112432207,28.327869061184455,53.681247700048225,9.26351516086136,17.589813319963618,15.938527764577104,7.486928713221898,34.12955083410877,17.545573960080773,29.073165544248614,65.3583997854189,16.83362129475835,16.27163663996788,21.31331691990781,32.9049688910888,15.129454717736886,14.651155432034612,34.076044671623755,24.271908720772917,7.22564041263686,10.884111880959983,42.54736525342583,24.556194434543148,13.72065051058043,18.445033944989465,20.218910632534364,29.016559380467385,10.184513707312979,13.190876688443632,23.02263534549237,19.107534042284275,26.733824298555792,10.861737595797015,24.01225531485583,34.66712424248954,25.620921750037944,21.532337391471977,19.1453180736088,13.231156954382584,19.375331868318167
GENE0076,37.707270466847916,18.925036854134724,12.872561175255203,15.70338753463555,22.207390716633878,16.66387164521622,25.601517870175826,26.086602813376693,31.327352264401497,40.926580262431436,33.04695279459902,12.589718237313289,12.784490757622153,19.33881588179825,16.02920420653791,11.368389312064823,16.105391680461977,15.843249858716208,14.354681560055202,17.151836577107527,36.206020789687166,22.189495930587118,69.12417590946679,21.873023918519642,17.373865824480504,20.12708542075069,22.833893501733325,24.968798330033273,56.7329779261168,13.162077359583408,30.861919000931092,22.284141874846654,9.15638205694366,29.528307840444302,37.856843918298374,13.084283774562772,19.996016246810406,8.476713951596794,10.70377807382768,33.92033845154513
GENE0077,15.907516716746732,11.53745284289581,22.52735125370998,15.468315713445952,15.872517762127318,29.068729618371155,11.236116981872723,12.7727934060397,21.69409266517323,32.612801501062,37.30323867934495,14.403469856601268,32.09462220222436,13.570914369506998,50.054112661954775,11.394314321862094,39.02644157088021,14.46536174759444,54.96096617688945,26.99523487792981,12.085322929296751,15.469661143320383,29.68347823419394,33.99869728747246,19.38776513818869,20.53907440591199,29.346594718467816,21.453744813271207,10.519677703920646,13.376681274920232,22.591189193656803,36.882648431679755,45.059832245398525,29.65897300100905,23.1882429428923,29.206957253229714,14.391310326675422,18.604147130484016,13.302269228128274,10.757774415658783
GENE0078,23.73081716540992,22.037744740322232,28.327306749942064,26.391867552606683,22.676341031460755,26.530853342926267,19.661422200146305,24.691170191863996,13.970218288375074,24.163735177133912,28.056177589574713,14.370238340971046,20.612878482175443,14.705164302520409,15.436682410799495,11.444798215491906,37.821868329675944,34.22110597049209,26.27760162575524,53.84437686570848,18.272133719410853,91.45812411293974,17.925697400617636,22.819071962424978,16.46292763480376,24.195405990301147,30.50246389957354,18.97347219814871,48.830734676571105,22.6367488800007,22.994215701369047,12.749615990301502,24.76049741999624,18.78364209212768,14.818555349584503,13.623044344870204,76.39228350884194,17.606380678789822,9.694001475292959,14.166631007390455
GENE0079,19.574272574903123,26.39919497479188,26.50671934030175,28.171399914762876,14.549692315332088,23.81272785966068,12.96132946637193,14.734305884438882,12.694204017901294,11.087358358814775,34.195865482263095,28.340896018034886,32.731328749629775,20.48425481049706,29.618638713644508,8.32576811502003,30.92434565693483,21.94545189307121,27.482647350668735,24.288710393368536,12.261599939047539,9.49703944153755,14.068987640578044,26.64119336457625,28.36187198977867,10.135345420926924,12.298168099247142,13.99055077408861,16.79947221037467,10.165245360581226,9.864812344381928,13.317545172866229,20.970714527149244,11.13065295877514,18.955578061362747,34.09928471844896,10.476243094710593,18.11566657991371,33.52791471334617,16.29512209121044
GENE0080,15.076920857627451,35.9362992977155,17.2342547841114,34.89164884978896,24.890412659312986,16.92137597963585,25.529771100204517,23.575894179069742,33.46303545965672,15.26903972794541,20.503652343870016,19.477153439434957,28.561911680410276,12.030082679963755,33.39774972195959,25.359778266219767,10.397209607584308,36.749749626094506,61.37769775348007,33.145832250949795,40.99673312342514,20.961463716169607,8.75169626230692,7.98799487859664,22.8178020264077,14.939528148920672,12.714103140481624,19.46516889762764,27.32474341584892,9.714515658989022,16.04763023651832,42.73145677189942,11.732418356196826,31.027707436935444,15.76251446894865,26.38767064193155,34.7668293841847,29.0971689787866,31.644988698929165,11.293227765782687
GENE0081,35.05190115970514,13.113646986902431,22.868739320305146,22.853929993142312,25.599204567859328,23.771284961490537,13.172021684074064,10.227358074281494,31.06787539965864,22.0412850680856,35.68350083526564,19.641281158586732,9.948460540590144,32.55935855373122,16.690082740808375,23.831344945957063,14.530796384651048,45.70240192792134,12.958054810909207,16.967251824150395,21.19413200927503,11.633732316000733,23.69489832199341,44.96818495529199,15.717408498923588,24.473023016255457,5.079852912712323,19.698360319309813,17.17541253005096,13.339788673493667,34.49192486699252,17.06241615922559,18.37996580451354,16.633247647205184,7.702862893571512,11.404485922374354,32.47747405608559,6.9938044359384985,13.69241904355774,16.446948719912623
GENE0082,48.029285221372156,29.49739288758188,15.2018135992294,38.5615956001348,13.870192176044185,33.26646730737265,10.181388299682283,34.35092393214622,16.394291209760336,12.010099004092119,18.019025888225205,23.073207360684197,15.683760041451558,26.495548904003368,15.006794394314964,27.390224973911995,25.055942652141056,19.4829256175994,16.107884036151905,21.666567361088195,26.446580585519033,56.311545004255436,32.12743091630881,32.720276916204604,94.09040707293558,25.996950388286113,25.59307368391895,28.56001141513278,12.128002211005644,16.087606320521342,15.594454443327237,27.765853895613834,18.41034470552073,21.52277577358782,34.595627805432436,30.925323201137434,18.525339516292306,14.367984769943083,35.43277948443025,29.575478544835075
